Title,UID,Year,Series,Non-theatrical name (P53),aka,Type,sound/silent,BFI Identifier,BFI link,BFI synopsis,producer,Director,camera/photographer,editor,narrator,Consultant,story,music,gifford_desc,gifford_code,length,Comments,format,Related,From field: Related,Screenings,Sources,Images,Qcodes,BIF_catalogue_1926
The Evolution of the Caddis Fly,SON_0001,1922,Secrets Of Nature,,Evolution of the Caddis Fly,Film,silent,N-9645544,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090435,"“The Caddis Fly lays her eggs on the water and they sink to the bottom. The larva emerges and immediately builds itself a protective covering of wood. After passing through the “nymph” stage, its wings begin to appear. It leaves the water, and dries and expands its wings in the sun.” (Synopsis)",,H. Bruce Woolfe,,,,,,,,,,Re-released 1922,,,,,,,,
Hands versus feet,SON_0002,1922,Secrets Of Nature,,,Film,silent,20864,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150018894,"INSTRUCTIONAL. Compares the use of fore-limbs in animals and man. Informative titles introduce the following shots: A savage makes a fire (77); monkeys (113); lions (238); Brown bear (332); Polar bear (401); Otter (490); kangaroo (571); sea-lion (667); and finally, savages shooting, eating, cooking and weaving (752 ft). (Shotlist)",,,Charles Head; Edgar Chance; Oliver G. Pike,W. P. Pycraft,,,,,,,,,,,,,"Compares the use offore-limbs in animals and man. Informative titles introduce the following shots: a savage making a fire; monkeys; lion; brown bear; polar
bear; otter; kangaroo; sealion; and finally, savages snooting, eating, cooking and weaving.",,,"This is an interesting comparison of the methods of progression in animals and man, and shows the use to which the following animals put their libms: Monkeys, the Lion, Brown Bear, Polar Bear, Otter, Kangaroo and Sea Lion."
Infant Welfare In The Bird World ,SON_0003,1922,Secrets Of Nature,,,Film,silent,19492,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027687,Methods employed by sea birds to care for and protect their young are contrasted with those used by various land-based birds. (NFA Catalogue),,,Charles Head; Edgar Chance; Oliver G. Pike,,,,,,,,,Filmed on the Cornish coast,,,,,The cliffs and sea of the Cornish coast are first shown followed by shots of the nests and young of the following birds; kittiwakes; guillemots; herring gull; manx shearwater; black-backed gulls; woodpecker; chiff-chaff and goldfinch.,,,"Pictures the rearing of young by sea birds on Cornish coast, showing Kittiwake, Guillemot, Herring Gull, Manx Shearwater, and black-headed Gull; and the less successful rearing of young by land birds, including Woodpecker, Chiff-Chaff and Goldfinch."
Skilled Insect Artisans ,SON_0004,1922,Secrets Of Nature,,,Film,silent,19505,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027700,Sequences from the life cycles of the ailanthus silk moth and the red admiral butterfly. (NFA Catalogue),,,Charles Head; Edgar Chance; Oliver G. Pike,W. P. Pycraft,,,,,,,,Ailanthus Silk Moth and the Red Admiral,,,,,"The ailanthus silk moth caterpillar is shown feeding and weaving a cocoon. The moth emerges and its wings expand. The cocoon is unwound by hand and the dead pupa is revealed. The red admiral caterpillar draws the corners of a leaf together to form and make a tent; the leaf's stalk is bitten in half to make it hang downwards. The caterpillar feeds on the leaf and when full crawls to a place in the sun, suspends itself downwards, casts off its old skin and becomes a pupa; the butterfly emerges, grows to full size and takes to flight.",,,"The Insect Artisans are the Ailanthus Silk Moth and the Red Admiral. The pictures show how these creatures spin silk and weave a cocoon, and the way in which the change from caterpillar to moth is effected."
The Battle Of The Ants ,SON_0005,1922,Secrets Of Nature,,Battle of the Ants,Film,silent,19426,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027621,"INSTRUCTION. Two colonies of wood-ants in the Zoological Gardens are divided by a moat, across which a piece of timber is laid. The film shows the invasion of the right-hand colony by the rival swarm. After a fierce combat the invaders fro the left bank gain the victory, the nest of the vanquished ants is destroyed, and the Queen and Pupae are carried across to the invaders' camp. (Shotlist)",,Geoffrey Barkas,,Zoological Society of London,,,,,,,,Film with this title used in 'The New Learning Experiment',,,,,"Two colonies of wood-ants in the Zoological Gardens are divided by a moat, across which a piece of timber is laid. The film shows the invasion of the right- hand colony by the rival swarm. After a fierce combat the invaders from the left bank gain the victory, the nest of the vanquished ants is destroyed, and the queen and pupae are carried across to the invaders' camp.",,,"The history of two colonies of Ants at the Zoological Gardens: initial quarrels between individual ants from each colony lead to fierce battle and the kidnapping of the queen; but eventually peace is declared, and the two colonies join forces."
Children Of Nature,SON_0006,1922,Secrets Of Nature,,,Film,silent,19679,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150014327,"INSTRUCTIONAL. This film shows the care taken by nature to preserve the species, by means of adapting to each other creature and its environment. Informative titles introduce shots of the following creatures and their habitat; the pheasant (63); turkeys (93); ducks (116); waterhen(177); swans (265); tree-creepers (357); ducks (355); brown owls (466); ponies (500); goats and sheep (550); dogs (555); rabbits (597); cats and dogs (624); wallabies (650) and monkeys (680), and finally, man-fed lambs (720 ft). (Shotlist)",,,,W. P. Pycraft,,,,,,,,,,,,,This film shows the care taken by nature to preserve the species by means of adapting to each other the creature and its environment. Informative titles introduce shots ofthe following creatures and their habitat: the pheasant; turkeys ducks; waterhen; swans; tree-creepers; brown owls; ponies; goats and sheep; dogs; rabbits; cats and dogs; wallabies; monkeys and man-fed lambs.,,,"This film shows the care taken by Nature to preserve the species, by means of adapting to each other the creature and its environment. This is illustrated by reference to the habitat of the Pheasant, the Water Hen, the Tree Creeper, the Wallaby, the Monkey, the Baboon, the Swan, and the Brown Owl."
Fathoms Deep Beneath The Sea ,SON_0007,1922,Secrets Of Nature,,,Film,silent,19441,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027636,INSTRUCTIONAL. The film opens with shots of the sea-bed (118) and informative title introduce the following forms of life: the Conger (136); Octopus (189); Wrasse (205); Sea anemones (288); feeding (328); Starfish (411); John Dory (439); the Pipe-fish (473); Shrimps and Prawns acting as scavengers (550); Gur- nard (576); and Spider Crab (740); the film closes with views of the night sky (761 ft). (Shotlist),,H. M. Lomas,,W. P. Pycraft,,,,,,,,,,,,,The film opens with shots of the sea bed and informative titles introduce the following forms of life: the conger; octopus; wrasse; sea anemones; feeding; starfish; John Dory; pipe fish ; shrimps and prawns acting as scavengers; gurnard spider crab. The film closes with shots of the night sky.,,,"Beneath the waves are mountains, plains and valleys full of life: here the Conger, the Octopus, and the Wrasse hunt for food; shrimps and prawns act as scavengers; sea-anemones and starfish decorate the sea-floor, and the Spider-Crab assumes protective colouring by covering its back with pebbles."
The Lair of the Spider,SON_0008,1922,Secrets Of Nature,,,Film,silent,19493,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027688,The life cycle and activities of the garden spider. (NFA Catalogue),,,,W. P. Pycraft,,,,,,,,,,,,,"Informative titles introduce shots of the male garden spider and the female. She attacks and repels another spider. The male courts her and after mating is seized by the female, bound in a silken net andeaten. The female spins and weaves her net and catches and binds a fly and a beetle. The eggs are then shown in a bag. She retires to sleep for the winter.",,,"The female spider accepts the courtship of her timorous male lover, but afterwards seizes him, binds him in a silken net, and eats him for dinner. She is shown subsequently making her intricate and beautiful web, using it as a lure, repairing it when torn, and weaving a silk cocoon to hold her eggs."
Frocks And Frills ,SON_0009,1922,Secrets Of Nature,,,Film,silent,19486,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027681,"INSTRUCTIONAL. Shows how the Turkey Cock (70) and Peacock (150) use their ""frocks and frills"" to attract their mates, and how the shape and colouration of the following creatures affords them excellent camouflage: Hen Pheasant (182); Viper (209); Racoons (254); Caterpillars (440); Turbot (492); Sand Dab (533); Dog-fish (599) and scallop (638 ft). (Shotlist)",,,, W. P. Pycraft,,,,,,,,Covers turkeys and peacocks ,,,,,"Shows how the turkey cock and peacock use their ""frocks and frills"" to attract their mates, and how the shape and colouration of the following creatures affords them excellent camouflage: hen pheasant; viper; raccoons; caterpillars; turbot; sand dab; dog-fish and scallop.",,,"In this picture an interesting light is thrown upon the use to which animals and birds put their frocks and frills, as illustrated by the Turkey Cock, the Hen Pheasant, the Viper, the Racoon, the Peacock, and various kinds of fish."
Nature's Gliders ,SON_0010,1922,Secrets Of Nature,,Nature Gliders,Film,silent,19498,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027693,"Kittiwakes, gannets, swans and other birds are seen in flight in slow motion. (NFA Catalogue)",,Edgar Chance; Oliver G. Pike,Oliver G. Pike,W. P. Pycraft,,,,,,,,Slow motion flight of birds ,,,,,"The following birds are shown in flight in slow-motion photography: kittiwakes
andgannets, wild swan, black-headed gull, the commonfowl and starlings.",,,"Slow-motion photography reveals the beauty and rhythm of the sea-bird’s flight. Interesting studies are shown, demonstrating loss of activity in the domestic fowl, and the wing-action of the starling."
Studies In Animal Motion ,SON_0011,1922,Secrets Of Nature,,,Film,silent,19514,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027709,"An illustration of the variety of ways in which animals use their limbs. Each animal is prefaced with an informative title. The following are shown: goats (77); kangaroos jumping (95); kangaroo boxing with its keeper (135), same in slow motion (141); gulls in flight in slow motion (183); flamingoes (211); a toad (258); toad feeding in slow motion (305); a frog (328); a snake (365) its tongue in slow motion (411) and swimming (430); a sea lion(470) diving in slow motion (494) and swimming (520); a tortoise (593); a land crab (688); a snail (760ft). (Shotlist)",,,, P. Chalmers Mitchell,,,,,,,,,,,,,"Informative titles introduce shots of various fauna illustrating the use of their various limbs. The following are shown: goats; kangaroos jumping; a kangaroo boxing with its keeper; same in slow motion; gulls in flight in slow motion; flamingos; a toad; feeding, in slow motion; a frog; snake; its tongue; in slow motion, and swimming; a sealion; diving, in slow motion, and swimming; a tortoise; land crab and snail.",,,"The movements of wild creatures, and the significance of these movements, are illustrated by reference to the following: Goat, Kangaroo, Birds, Toad, Frog, Snake, Sea Lion, Tortoise, Land-crab and Snail."
The Cuckoo’s Secret ,SON_0012,1922,Secrets Of Nature,,,Film,silent,19440,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027635,Observations of the breeding habits of the cuckoo. (NFA Catalogue),,, Edgar Chance,,,,,,,,,US print: https://archive.org/details/the_cuckoo ,,,,,,,,"The film shows a Cuckoo caught in the act of laying an egg in the nest of two titlarks. The egg is hatched by the foster-mother, and she and her mate feed and tend the young cuckoo, even to the detriment of their own babies."
The Sea Shore ,SON_0013,1922,Secrets Of Nature,,,Film,silent,19506,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027701,Examples of marine life to be found on the sea shore at low tide. (NFA Catalogue),,H. M. Lomas,, W. P. Pycraft,,,,,,,,,,,,,,,,"When the tide retreats, a special world of animal and plant life is left behind in the pools of the sea-shore. Crabs and Snails, Whelks and Sea-Worms, the Sea Urchin, the Sea Mouse, the Starfish and the Brittle Star are all to be found here."
The Sparrow-Hawk ,SON_0014,1922,Secrets Of Nature,,,Film,silent,19509,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027704,"THE LIFE CYCLE OF THE SPARROW-HAWK SHOWING THE DEVELOPMENT OF THE YOUNG, AND THE MALE PARENT HUNTING FOR FOOD (NFA Catalogue)",C. W. R. Knight,C. W. R. Knight,, W. P. Pycraft,,,,,,,,,,,,,"The sparrow-hawk is first seen in close-up. Captain Knight establishes himself in his observation post in a tree. The nest and eggs; female on the nest; the young
birds; the mother shields them from the sun with her wings; their wings begin to grow; the male delivers food to the nest; the youngsters tail feathers push out;
the male observes some starlings, kills one in mid-flight, plucks it, and delivers it to his family; the youngexercise their wings and take a trial flight whilst the mother searches for food. The film closes with an ignorant gamekeeper shooting the male bird and hanging it up amongst his other trophies.",,,"This fierce bird is shown, during the breeding season, hunting for food to supply the family larder, while its mate hatches the eggs and cares for the little ones. An ignorant gamekeeper shoots the male bird, and hangs it up in his larder with his other trophies."
The Story Of Peter The Raven ,SON_0015,1922,Secrets Of Nature,,,Film,silent,19512,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027707,"The activities, in captivity, of a raven captured in Pembrokeshire. (NFA Catalogue)",, Charles Head,, W. P. Pycraft,,,,,,,,,,,,,A wild raven is captured on the Pembrokeshire cliffs and is sold to akind master. He enjoys as much liberty as he desires and gets up to some engaging tricks. The film closes with views of the Pembrokeshire coast and rooks' nests.,,,"A wild Raven is captures on the rugged Pembrokeshire cliffs and is sold in a neighbouring town, but finds a kind master. Peter is very clever, wicked and engaging, and enjoys as much liberty and more luxury than if he had been left in his native haunts."
The Story Of The Buzzard ,SON_0016,1922,Secrets Of Nature,,The Buzzard,Film,silent,19436,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027631,"""INSTRUCTIONAL"". Nesting site and hen (72); the hide from which the film was made (104); two eggs in close-up (135); nestling (157); care and feeding of the young birds (177); brooding hen (215); feeding the nestlings - one refuses food (267); the invalid is attacked by the other nestling (355), nest morning its body is found at the back of the nest (380). The survivor learns to walk (423) and suffers from the heat (445); it cleans itself after feeding (556). Further shots show it feeding on its prey (597); exercising wings (641); disgorging pellet of fur and feathers (688); examination of pellet in detail (715); the young bird trying to fly (768); leaving nest (797). (NFA Catalogue)",, Charles Head, Charles Head, W. P. Pycraft,,,,,,,,,,,,,Nesting site and hen; the hide from which the film was made; two eggs in close-up; nestling; care and feeding of the young birds; brooding hen; feeding the nestlings—one refuses food; the invalid is attacked by the other nestling; next morning its body is found at the back of the nest. The survivor learns to walk and suffers from the heat; it cleans itself after feeding. Further shots show it feeding on its prey; exercising wings; disgorging pellet offur and feathers; examination of pellet in detail; the young bird trying to fly; leaving nest.,,,"The Buzzard has its nest high up in the cliffs of a rock-bound coast, and here the young buzzards are hatched, fed, and reared. We are shown the growth and development of the healthy youngsters, and their final departure into the wide would."
The Story Of The River ,SON_0017,1922,Secrets Of Nature,,,Film,silent,N-9645513,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090404,"“This is a romantic and not a scientific film, tracing the river’s development from its origin as mist which is drawn up by the sun and dissolved again as rain, to the moment when it reaches its final goal, the sea. The many forms of life which are to be found upon the river bank are also shown.” (Synopsis)",,,,,,,,,,,,,,,,,,,,"This is a romantic and not a scientific film, tracing the river’s development from its origin as mist which is drawn up by the sun and dissolved again as rain, to the moment when it reaches its final goal, the sea. The many forms of life which are to be found upon the river bank are also shown."
Tragedy Of The Sea ,SON_0018,1922,Secrets Of Nature,,A Tragedy of the Sea,Film,silent,9506,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150002614,semi-dramatised documentary about spider crabs. (NFA Catalogue),,,,,,,,,,,,,,,,,,,,"A spider crab of villainous disposition searches for food in the neighbourhood of a fishing boat. A fisherman’s pipe, flung overboard, attracts a crowd of finny spectators, and in the commotion the spider crab kills and devours his best friend."
The Comma Butterfly ,SON_0019,1922,Secrets Of Nature,,,Film,silent,19437,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027632,"INSTRUCTIONAL. Close-up of Comma Butterfly and the markings on his wings from which its name is derived (32); a cluster of eggs (60); the young caterpillars gnaw their way out (107); a young caterpillar feeding (147); weaving a silken thread preparatory to casting its skin (165); its casts its skin, leaving it attached to the thread (226); a later stage in its development which details of its new skin (302); feeding, with details of bristles (343); selecting a suitable place for its transformation, from which it hangs, suspended by a thread (432); the skin splits, revealing the chrysalis (480); it attaches the end of this case to the thread and hangs motionless (510). The chrysalis splits and the butterfly emerges (593) and its wings unfold (688). The butterfly feeds with its proboscis on a pear (721) and on a piece of sugar (742). Its hibernating quarters (796); attempts to awaken it from its sleep when placed in a man's hand prove extremely difficult (806 ft). (Shotlist)",,,Charles Head,W. P. Pycraft,,,,,,,,,,,,,"Close-up of Comma butterfly and the markings on its wings; a cluster of eggs; the young caterpillars gnaw their way out; a young caterpillar feeding; weaving a silken thread preparatory to casting its skin ; it casts its skin ; a later stage in its development; selecting a suitable place for its transformation, from which is hangs, suspended by a thread; the skin splits; revealing the chrysalis; it attaches the end of this case to the thread and hangs motionless. The chrysalis splits and the butterfly emerges; its wings unfold. The butterfly feeds with its proboscis on a pear and a piece of sugar; its hibernating quarters; attempts to awaken it from its sleep when placed in a man's hand prove extremely difficult",,,"We watch the grub turn into a chrysalis, and the chrysalis develop into a butterfly. We see the crumpled wings of the newly-born butterfly expand as the blood runs into its veins, and we leave it, a miracle of metamorphosis, flitting about among the summer flowers."
Nature’s Armour,SON_0020,1922,Secrets Of Nature,,,Film,silent,N-9616073,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158060403,"“All creatures are useful food to some other creatures, but all have means of self-protection: this is illustrated by reference to the Elephant, Hippopotamus, Crocodile, Armadillo, Woodlouse, Porcupine, Hedgehog, Lizard, Chameleon, Bison and Hermit Crab.” (Synopsis)",,,Jack Parker,,,,,,,,,,,,,,,,,"All creatures are useful food to some other creatures, but all have means of self-protection: this is illustrated by reference to the Elephant, Hippopotamus, Crocodile, Armadillo, Woodlouse, Porcupine, Hedgehog, Lizard, Chameleon, Bison and Hermit Crab."
The Labyrinth Spider ,SON_0021,1922,Secrets Of Nature,,Labyrinth Spider,Film,silent,19494,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027689,Male and female spiders courting. The female spins a cocoon; the eggs hatch and the female spider dies. (NFA Catalogue),,,Charles Head,,,,,,,,,,,,,,Informative titles introduce shots of the male and female spiders courting; the female in close-up; a rival appears and is ejected by the male who returns to caress the female. The female spins a cocoon; eggs; she weaves a protective wall around the nest. She mounts guard and catches and eats a daddy-long-legs; a visiting spider escapes; she retreats from a wasp but attacks a hover-fly and resists an attack from man. The eggs hatch and the female spider dies.,,,"This picture presents a domestic drama: the male spider begins his courtship of the female, overthrows a rival, and succeeds in his suit. The female prepares the nursery, lays the eggs, and guards them until the young appear, but dies as soon as they are safely launched into the world."
The Rook ,SON_0022,1922,Secrets Of Nature,,,Film,silent,19501,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027696,Captain C.W.R. Knight sets up his camera to observe a rookery in a Kentish village; the rooks and their young; male birds searching for food and driving away a buzzard. (NFA Catalogue),,,C. W. R. Knight,W. P. Pycraft,,,,,,,,,,,,,"The rookery is in a Kentish village. The photographer climbs a tree and chooses his spot; view from the tree. The rooks and their nests and the mother bird preening her feathers whilst brooding. The youngsters in the nest, which the mother cleans. The male bird searches for food in neighbouring marshes and returns to feed his family. Apredatory buzzard descends on the rookery but is driven away by the male birds. In due course the new generation leaves the parent nest. Rooks following the plough and ridding the soil of noxious pests.",,,"The Rookery is in a Kentish village, and the nests are built in the top-most branches of the trees. Into this high and windy world the young rooks are born, and here they are fed and cared for. A predatory Buzzard descends upon the family, but is driven away, and in due course the new generation leaves the parent nest."
The Sea,SON_0023,1922,Secrets Of Nature,,,Film,silent,N-9645607,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090498,"“The action of the sea upon the shore and the process of erosion are cleverly illustrated; intimate pictures are given of the nests of the Common Tern, the Puffin, and the Black-Headed Gull, and the fisherman is shown reaping his harvest from the sea.” (Synopsis)",,,H. M. Lomas,W. P. Pycraft,,,,,,,,,,,,,"The seashore at high tide. The tide recedes revealing sea anemones, crabs, the devil crab, whelks and sea worms. Rough seas are then shown which wear away the base of the cliffs, the broken pieces of which form rock pools under the boulders ofwhich all kinds ofsea creatures breed. Acrab waylays an unsuspecting creature; shots follow of the sea mouse and sea urchin, star-fish, brittle star and hermit crab. The seaweed left on the beach is collected by a farmer for manure. The film closes with shots of the evening sky.",,,"The action of the sea upon the shore and the process of erosion are cleverly illustrated; intimate pictures are given of the nests of the Common Tern, the Puffin, and the Black-Headed Gull, and the fisherman is shown reaping his harvest from the sea."
The White Owl ,SON_0024,1922,Secrets Of Nature,,,Film,silent,19517,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027712,A female white owl with eggs and nest. The young develop and eventually leave the nest. Shots of the owls hunting etc (NFA Catalogue),,Oliver G. Pike,,W. P. Pycraft,,,,,,,,The Barn Owl. Read about its filming here: http://www.olivergpike.info/whiteowl.html,,,,,A female white owl; with eggs and nest; little owls. The mother returns to the nest with a dead mouse. The young develop and eventually leave the nest. Their appearance frightens a thrush and sedge-warbler. One of the youngsters looks for prey and somemiceescape its clutches. In its later development it is shown stalking prey in a churchyard and hooting in the woods at night; a man v/hose sleep has been disturbed attempts to shoot it. Thefilm concludes with shots ofthe owl during the winter in the snow and during the spring.,,,"The White Owl, always a weird and eerie creature, is shown pursuing its avocations as a fly-by-night. We see the hatching and rearing of the young, the night expeditions in search of mice and birds, and the departure of the young owls from the nest. The strange atmosphere that clings about these mysterious creatures is very subtly conveyed."
Water Babies ,SON_0025,1922,Secrets Of Nature,,,Film,silent,N-9645626,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090517,"“This film depicts the various methods of reproduction by sea creatures, and the examples shown are the Pipe Fish, Rock-pool Blenny, Butterfly Blenny, Goby, Ray, Snake, Antedon and Tubularia (a close relation of the coral-forming creatures of tropical seas).” (Synopsis)",,,E. Warneford,,,,,,,,,,,,,,,,,"This film depicts the various methods of reproduction by sea creatures, and the examples shown are the Pipe Fish, Rock-pool Blenny, Butterfly Blenny, Goby, Ray, Snake, Antedon and Tubularia (a close relation of the coral-forming creatures of tropical seas)."
Marine Parade ,SON_0026,1923,Secrets Of Nature,,The Marine Parade,Film,silent,19495,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027690,The methods of locomotion employed by various forms of marine life. (NFA Catalogue),,,Geoffrey Barkas,,,,,,,,,Edited in 22,,,,,,,,"Shows the strange manner of progression of sea creatures, with reference to the Jellyfish, Paddle-worm, Sea-urchin, Orange Comb Star, Scallop, Whelk, Lobster, Crawfish, Cuttlefish, Gurnard, Shrimp and Prawn."
Spring,SON_0027,1923,Secrets Of Nature,,,Film,silent,290971,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150290027,Short on the countryside in spring. (Synopsis),,,,,,,,,,,,Edited in 22,,,,,,,,"This is a successful attempt to portray upon the screen the beauty and productiveness of springtime. The setting of this idyll is one of primroses, hawthorne, and apple-blossom; the actors are colts and calves, baby rabbits and baby birds, and other humbler creatures of pond and meadow."
The Diver ,SON_0028,1923,Secrets Of Nature,,Diver,Film,silent,N-9645779,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090670,"“The adventures of a diver in his descent to the floor of the sea, the strange creatures he encounters, and the difficulties of his re-ascent owing to carbon dioxide poisoning.” (Synopsis)",,,Geoffrey Barkas,,,,,,,,,Edited in 22,,,,,,,,"The adventures of a diver in his descent to the floor of the sea, the strange creatures he encounters, and the difficulties of his re-ascent owing to carbon dioxide poisoning."
The Path Through The Wood ,SON_0029,1923,Secrets Of Nature,,Path Through the Wood,Film,silent,40863,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150041036,"“This picture shows something of the romance which is to be found in the woodlands in spring and autumn. We see the Tree-pippit, the Nightingale, the Wren, the Squirrel and the Brown Owl in their leafy retreat, and watch a silent drama between a polecat and some rabbits.” (Synopsis)",,Oliver G. Pike,,,,,,,,,,Edited in 22,,,,,,,,"This picture shows something of the romance which is to be found in the woodlands in spring and autumn. We see the Tree-pippit, the Nightingale, the Wren, the Squirrel and the Brown Owl in their leafy retreat, and watch a silent drama between a polecat and some rabbits."
Where Flies Go In Winter ,SON_0030,1923,Secrets Of Nature,,Where Flies Go in the Winter Time,Film,silent,N-9645774,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090665,"“Flies have been a plague to mankind for thousands of years. Our ignorance of their life, since only one stage of their existence is passed in the light of day, has made it difficult to combat them, but here, with the air of the cinematograph, we are enabled to see all the phases through which they pass.” (Synopsis)",,,E. Warneford,Maxwell Lefroy,,,,,,,,Edited in 22. ,,,,,,,,"Flies have been a plague to mankind for thousands of years. Our ignorance of their life, since only one stage of their existence is passed in the light of day, has made it difficult to combat them, but here, with the air of the cinematograph, we are enabled to see all the phases through which they pass."
Concerning Bills ,SON_0031,1923,Secrets Of Nature,,,Film,silent,18726,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024873,"INSTRUCTIONAL. Informative titles introduce shots of various birds, illustrating the adaptation of their bills to their feeding habits. Those shown are the bullfinch (63-78); thrush (90-102); wren (103-116); egret (130-149); sacred ibis (159-178); storks and cranes (190-232); shoebill stork (244-252); spoonbill (263-276); flamingoes (284-303); cassowary (335-349); sea eagle (363-398); secretary bird (412-449); cormorant diving and swimming under water (462-495); same in slow motion (514-565); darter (582-614); Emperor penguins (620-648); penguins in the water (660-696) and standing by the shore (701-730). The End (733 ft). (Shotlist)",,Jack Parker,, F. Martin Duncan,,,,,,,,Multiple bird shots ,,,,,"Informative titles introducing shots of various birds, illustrating the adaptation of their bills to their feeding habits. Those shown are the bullfinch; thrush; wren egret; sacred ibis; storks and cranes; shoebill stork; spoonbill; flamingos; cassowary; sea eagle; secretary bird; cormorant diving and swimming under water; same in slow motion; darter; emperor penguins; penguins in the water and standing by the shore.",,,"The bills of birds are most varied in shape and wonderfully adapted to meet the requirements of their owners, as is demonstrated by the use to which are put the bills of the Snowy Egret, Sacred Ibis, Storks and Cranes, Flamingo, Cassoway, Secretary Bird, Cormorant, Darter and Penguin."
Battles with Salmon,SON_0032,1923,Secrets Of Nature,,,Film,silent,N-9645175,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090066,,,,,,,,,,,,,For regent,,,,,,,,
Giant Snails ,SON_0033,1923,Secrets Of Nature,,,Film,silent,19398,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027593,Snails. (NFA Catalogue),,,,P. Chambers Mitchell,,,,,,,,For regent,,,,,"Sleeping snails; one awakens and emerges from its shell; a cluster of eggs;
Roman snails hibernating; one emerges. Oblong snails of Trinidad and their eggs; a young snail is hatched and crawls away; they swim and feed in water; one buries itself in mud and sleeps. The Giant Pond Snail of the Argentine under water; laying eggs; egg cluster and young snails; the young instinctively glide to water below; crawling about weeds on which they feed under water; a snail obtains fresh air through a syphon and when the lungs are full the tube is withdrawn and it falls to the bed ofthe stream; it also obtains air through surface weeds during drought and when the water has gone buries itself in the mud.",,,"Nature’s resourcefulness in adapting creatures to their surroundings is clearly shown among snails. Here we witness the laying and hatching of eggs, development, food, and general habits of different varieties of snails, notably the Giant Pond Snail of the Argentine."
Robin,SON_0034,1923,Secrets Of Nature,,,Film,silent,N-9645210,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090101,"“A robin makes its nest in an old box in a shed. The interesting history of the family is followed until the time when the young robins are old enough to fly. Incidentally the villain of the piece, a large cat, is foiled in its evil designs.” (Synopsis)",,,,,,,,,,,,For regent,,,,,,,,"A robin makes its nest in an old box in a shed. The interesting history of the family is followed until the time when the young robins are old enough to fly. Incidentally the villain of the piece, a large cat, is foiled in its evil designs."
